time,flux
3617.831607362137,15390146.0
3617.847811463568,15435901.0
3617.8642470514983,15448192.0
3617.880682639428,15471942.0
3617.8968867389967,15445206.0
3617.913322325995,15464627.0
3617.929526424632,15424554.0
3617.9459620106986,15460181.0
3617.9623975958343,15483840.0
3617.97860169354,15506269.0
3617.9950372777444,15470020.0
3618.011472861483,15504213.0
3618.027676957327,15499391.0
3618.0441125401344,15551922.0
3618.060548122476,15495617.0
3618.0767522173883,15537054.0
3618.093187798799,15555656.0
3618.109623379744,15554243.0
3618.125827472791,15530211.0
3618.1422630528045,15582663.0
3618.1586986323528,15620611.0
3618.1749027240053,15598702.0
3618.1913383026217,15598452.0
3618.207773880307,15607622.0
3618.2239779710285,15621278.0
3618.2404135477823,15663156.0
3618.256849124536,15679328.0
3618.273053213394,15647577.0
3618.289488788751,15675526.0
3618.305924363642,15667803.0
3618.322128451104,15696087.0
3618.338564025064,15653749.0
3618.3549995985577,15665671.0
3618.371203684622,15703465.0
3618.3876392571847,15733180.0
3618.4040748292823,15714542.0
3618.4202789134833,15726495.0
3618.4367144846497,15701865.0
3618.453150054884,15707788.0
3618.469354138155,15737361.0
3618.485789707458,15695001.0
3618.502225276296,15741771.0
3618.518429358169,15760561.0
3618.534864926076,15711253.0
3618.5510690065526,15717684.0
3618.5675045730613,15743674.0
3618.5839401395706,15719670.0
3618.6001442186503,15738256.0
3618.616579783763,15744821.0
3618.6330153488752,15738909.0
3618.6492194260913,15738995.0
3618.6656549898066,15732141.0
3618.6820905530562,15743080.0
3618.698294629342,15728034.0
3618.714730191194,15730977.0
3618.7311657530468,15714225.0
3618.7473698274703,15738621.0
3618.763805387926,15739614.0
3618.7802409483816,15706327.0
3618.796445020942,15710371.0
3618.812880580001,15772314.0
3618.829316138594,15720619.0
3618.8455202097575,15761233.0
3618.8619557674187,15742292.0
3618.878391324149,15673328.0
3618.8945953939156,15645319.0
3618.911030949715,15608803.0
3618.9274665050484,15571950.0
3618.943670572952,15494069.0
3618.9601061273547,15486083.0
3618.9765416808254,15452005.0
3618.992745747332,15350786.0
3619.009181299871,15326353.0
3619.025616851945,15295433.0
3619.041820917055,15269994.0
3619.0582564677316,15299431.0
3619.0746920184088,15320420.0
3619.090896081656,15335329.0
3619.1073316309357,15383577.0
3619.1237671797503,15414322.0
3619.139971241134,15531751.0
3619.1564067885515,15558340.0
3619.17261084947,15622870.0
3619.189046395955,15684551.0
3619.2054819415093,15765720.0
3619.221686000566,15770014.0
3619.238121545189,15785219.0
3619.2545570898124,15789309.0
3619.270761147006,15748087.0
3619.287196689766,15785293.0
3619.3036322325265,15831638.0
3619.3198362878584,15776795.0
3619.3362718292215,15794224.0
3619.3527073701193,15771956.0
3619.3689114240537,15817590.0
3619.3853469635546,15832419.0
3619.40178250259,15831699.0
3619.417986554661,15840672.0
3619.4344220927646,15848562.0
3619.450857630403,15813773.0
3619.467061680612,15844063.0
3619.4834972168533,15796294.0
3619.499932752163,15802714.0
3619.516136800975,15828008.0
3619.532572335354,15846340.0
3619.549007869267,15789786.0
3619.565211916216,15843472.0
3619.5816474487315,15805579.0
3619.598082980782,15804530.0
3619.614287025868,15805015.0
3619.630722556522,15852417.0
3619.6471580867096,15901550.0
3619.663362130399,15767494.0
3619.6797976591906,15805461.0
3619.696233187516,15848514.0
3619.7124372293433,15823845.0
3619.7288727562704,15787218.0
3619.7453082831985,15815824.0
3619.7615123226974,15826633.0
3619.7779478482285,15800514.0
3619.7941518863304,15796420.0
3619.8105874104644,15799840.0
3619.827022934133,15725834.0
3619.843226970838,15811423.0
3619.859662493109,15753862.0
3619.876098014914,15756186.0
3619.8923020492916,15730408.0
3619.9087375696995,15697338.0
3619.9251730896426,15677248.0
3619.9413771226223,15669432.0
3619.9578126407027,15691368.0
3619.974248158783,15617086.0
3619.9904521899,15642659.0
3620.006887706117,15637558.0
3620.023323222335,15655869.0
3620.039527251124,15678011.0
3620.0559627659445,15583884.0
3620.072398279834,15565480.0
3620.08860230676,15599326.0
3620.1050378192526,15568559.0
3620.1214733312795,15572692.0
3620.137677356808,15535226.0
3620.1541128674376,15528869.0
3620.170548377136,15540747.0
3620.1867524003374,15512789.0
3620.203187909104,15564026.0
3620.2196234169414,15535796.0
3620.235827438279,15495523.0
3620.252262944718,15495066.0
3620.2686984506913,15429109.0
3620.284902469701,15465770.0
3620.301337974277,15220139.0
3620.3177734783876,14959035.0
3620.3339774955352,14635496.0
3620.3504129977823,14232293.0
3620.366848499565,13841731.0
3620.383052514849,13276720.0
3620.3994880152345,12746689.0
3620.4159235146885,11954777.0
3620.4321275276448,11140480.0
3620.4485630261665,10359759.0
3620.4647670377267,9846451.0
3620.481202534386,9676027.0
3620.49763803058,9880642.0
3620.513842039812,10419943.0
3620.53027753461,11105994.0
3620.5467130284765,11965891.0
3620.562917035844,12712114.0
3620.5793525283134,13241949.0
3620.5957880198507,13747234.0
3620.6119920253564,14237304.0
3620.6284275154967,14621358.0
3620.6448630047066,14925621.0
3620.661067007883,15147724.0
3620.677502495696,15315981.0
3620.693937983043,15366520.0
3620.7101419838914,15391308.0
3620.726577469376,15398484.0
3620.7430129543945,15427250.0
3620.7592169529166,15494127.0
3620.7756524360716,15390261.0
3620.792087918762,15484629.0
3620.808291914954,15412401.0
3620.824727395782,15492411.0
3620.8411628761437,15461349.0
3620.857366870008,15483530.0
3620.873802348506,15526390.0
3620.8902378265398,15511714.0
3620.906441818076,15503588.0
3620.9228772942465,15525194.0
3620.939312769487,15514573.0
3620.9555167586946,15527758.0
3620.971952232537,15548254.0
3620.988387705449,15576160.0
3621.004591691862,15563181.0
3621.021027163376,15554966.0
3621.0374626339594,15535706.0
3621.0536666180446,15635472.0
3621.0701020867646,15605920.0
3621.0863060694523,15653012.0
3621.10274153631,15630411.0
3621.119177002704,15596217.0
3621.135380982598,15627106.0
3621.151816447127,15613254.0
3621.168251910725,15627670.0
3621.184455888291,15624789.0
3621.2008913500267,15643743.0
3621.217326811296,15624239.0
3621.2335307860676,15634452.0
3621.2499662450095,15673754.0
3621.2664017034854,15700651.0
3621.2826056754643,15694935.0
3621.2990411320775,15674594.0
3621.3154765877584,15661482.0
3621.3316805569434,15759276.0
3621.3481160107617,15699079.0
3621.3645514636496,15685067.0
3621.3807554305054,15653573.0
3621.3971908815306,15671966.0
3621.41362633116,15730209.0
3621.429830295222,15702339.0
3621.4462657434533,15741371.0
3621.462701190287,15704149.0
3621.478905151555,15685935.0
3621.495340596526,15684242.0
3621.5117760410326,15784263.0
3621.52797999904,15772836.0
3621.544415441218,15675771.0
3621.5608508824657,15801859.0
3621.57705483768,15694680.0
3621.5934902770637,15700808.0
3621.609925715515,15715324.0
3621.6261296674707,15747777.0
3621.642565103594,15741201.0
3621.6590005387866,15695562.0
3621.675204487947,15727305.0
3621.6916399212787,15804462.0
3621.7078438681106,15753466.0
3621.7242792991124,15749545.0
3621.7407147291833,15714159.0
3621.7569186727555,15659121.0
3621.7733541009634,15634072.0
3621.789789527308,15532624.0
3621.805993468088,15570440.0
3621.8224288925708,15584373.0
3621.838864316122,15451176.0
3621.8550682536406,15333304.0
3621.871503674864,15298780.0
3621.887939094689,15324719.0
3621.904143028949,15289968.0
3621.920578446448,15305233.0
3621.9370138634795,15323806.0
3621.953217794013,15391441.0
3621.969653208251,15368604.0
3621.986088621558,15413249.0
3622.0022925488324,15480310.0
3622.018727959811,15497653.0
3622.035163369393,15549128.0
3622.051367292943,15613645.0
3622.067802700196,15650486.0
3622.084238106517,15755926.0
3622.1004420263407,15693028.0
3622.1168774303346,15785429.0
3622.1333128324663,15674390.0
3622.1495167490307,15695887.0
3622.165952148833,15761309.0
3622.182387547704,15663295.0
3622.1985914605434,15711691.0
3622.2150268566206,15727087.0
3622.2314622513018,15699494.0
3622.2476661608807,15608341.0
3622.2641015527674,15619825.0
3622.2805369437224,15665666.0
3622.2967408491104,15649993.0
3622.313176237737,15662085.0
3622.329380140332,15667368.0
3622.3458155261656,15569623.0
3622.3622509106003,15565000.0
3622.3784548094695,15570324.0
3622.394890191577,15639113.0
3622.4113255718216,15560501.0
3622.4275294669665,15567570.0
3622.4439648448833,15547593.0
3622.460400221403,15527653.0
3622.4766041123553,15585371.0
3622.4930394860808,15423866.0
3622.5094748584092,15455825.0
3622.525678745172,15517636.0
3622.5421141151724,15435305.0
3622.55854948331,15439396.0
3622.5747533663466,15489000.0
3622.59118873169,15412425.0
3622.607624096104,15455578.0
3622.623827974949,15318335.0
3622.6402633361017,15351147.0
3622.6566986963226,15450384.0
3622.672902570977,15310925.0
3622.6893379284047,15352934.0
3622.7057732844364,15284364.0
3622.721977155366,15406478.0
3622.7384125086023,15231339.0
3622.754847860441,15365679.0
3622.7710517271803,15344530.0
3622.7874870762266,15353841.0
3622.8039224238746,15117960.0
3622.820126286422,15150358.0
3622.836561631742,15273779.0
3622.8529969756655,15190437.0
3622.869200834489,15161846.0
3622.8856361756184,15091025.0
3622.9020715153497,15075489.0
3622.918275370447,15067274.0
3622.9347107078515,14841220.0
3622.9509145601546,15041844.0
3622.96734989523,15065679.0
3622.983785228443,15071751.0
3622.9999890774866,14964407.0
3623.016424408371,14876781.0
3623.032859738792,15033474.0
3623.049063583644,14973568.0
3623.0654989117347,14969573.0
3623.081934237963,15090777.0
3623.0981380800217,15034938.0
3623.114573404387,15001049.0
3623.131008727821,14985351.0
3623.14721256662,14964511.0
3623.163647887726,14869652.0
3623.180083207902,14569060.0
3623.196287043906,14157939.0
3623.2127223622183,13801052.0
3623.229620646541,13475495.0
3623.460409441523,13331170.0
3623.4768447489014,13733757.0
3623.4932800562797,14107347.0
3623.5094838794907,14457655.0
3623.525919186404,14694996.0
3623.5423544923838,14853015.0
3623.558558315129,14923470.0
3623.57499362111,14981736.0
3623.591428926626,14934444.0
3623.6076327493724,14976186.0
3623.624068054421,14951429.0
3623.6405033599362,14993270.0
3623.656707182217,14940548.0
3623.673142487732,15011953.0
3623.6895777932477,14989796.0
3623.705781615527,14997104.0
3623.7222169210436,15027473.0
3623.7386522265574,15063291.0
3623.7548560493037,15060335.0
3623.7712913552837,15031084.0
3623.787726661732,15069044.0
3623.803930484943,15097710.0
3623.8203657918543,15086785.0
3623.836569615532,15100087.0
3623.85300492291,15041548.0
3623.869440230754,15136671.0
3623.8856440553614,15134621.0
3623.9020793636705,15124645.0
3623.918514672447,15165558.0
3623.9347184984513,15177616.0
3623.9511538081583,15215966.0
3623.96758911833,15269149.0
3623.9837929452674,15340685.0
3624.0002282563696,15339423.0
3624.0166635674727,15335009.0
3624.0328673962736,15458602.0
3624.0493027087728,15517055.0
3624.0657380217385,15499163.0
3624.0819418514684,15531247.0
3624.098377165367,15446920.0
3624.1148124801953,15430276.0
3624.1310163117882,15450326.0
3624.1474516270832,15402833.0
3624.163886943308,15346618.0
3624.1800907767642,15409875.0
3624.19652609392,15369744.0
3624.2129614115443,15360381.0
3624.229165246397,15391300.0
3628.377814427957,16147358.0
3628.394249740923,16145366.0
3628.4104535701886,16161775.0
3628.4268888826887,16125526.0
3628.443324194723,16161330.0
3628.4595280230574,16045051.0
3628.4759633346266,16159827.0
3628.4923986452654,16132275.0
3628.508602472667,16125076.0
3628.52503778284,16100732.0
3628.541473093011,16112436.0
3628.5576769190184,16029531.0
3628.5741122282584,16027517.0
3628.590316053799,16102292.0
3628.6067513625744,16034474.0
3628.623186670418,16007578.0
3628.639390495027,15964299.0
3628.6558258024047,15937501.0
3628.672261109318,15941823.0
3628.688464932529,15957480.0
3628.7049002389763,15947378.0
3628.721335544493,16010196.0
3628.737539367238,15971585.0
3628.753974672289,15912855.0
3628.770409976872,15949728.0
3628.7866137982223,15953055.0
3628.803049101876,15933285.0
3628.8194844055274,15875751.0
3628.835688225947,15855420.0
3628.8521235286667,15864622.0
3628.868558830924,15937653.0
3628.8847626499437,15783063.0
3628.901197951735,15671745.0
3628.91763325306,15418709.0
3628.9338370706832,15145207.0
3628.9502723715427,14750174.0
3628.96670767147,14282069.0
3628.9829114881627,13780472.0
3628.9993467876243,13133749.0
3629.015782086622,12266101.0
3629.0319859023834,11465395.0
3629.048421200448,10726424.0
3629.064856498513,10198666.0
3629.081060312877,9982185.0
3629.097495610011,10150132.0
3629.1139309066793,10610562.0
3629.130134719646,11301473.0
3629.1465700153835,12002024.0
3629.163005311119,12954127.0
3629.1792091231564,13549867.0
3629.195644417962,14068944.0
3629.211848229066,14553613.0
3629.2282835229407,14953451.0
3629.2447188163483,15313424.0
3629.260922626523,15530542.0
3629.2773579189984,15688787.0
3629.293793211477,15816228.0
3629.3099970202516,15803152.0
3629.3264323117987,15872504.0
3629.3428676028802,15832042.0
3629.3590714107236,15794634.0
3629.3755067008738,15777615.0
3629.3919419905556,15824461.0
3629.4081457970046,15784661.0
3629.4245810862208,15846159.0
3629.441016374974,15813036.0
3629.457220180025,15848495.0
3629.473655467845,15843386.0
3629.4900907552014,15794599.0
3629.5062945593195,15830591.0
3629.5227298457444,15798448.0
3629.539165132167,15870515.0
3629.5553689348903,15911109.0
3629.571804220382,15913354.0
3629.5882395049434,15832461.0
3629.604443306736,15826308.0
3629.6208785908298,15894158.0
3629.6373138744602,15872241.0
3629.653517674854,15759525.0
3629.669952957553,15940246.0
3629.686388239785,15934486.0
3629.7025920387828,15913328.0
3629.7190273205506,15856886.0
3629.7354626013844,15930907.0
3629.7516663994525,15911682.0
3629.9826862135965,15889640.0
3629.999121487357,15912284.0
3630.0153252783484,15854101.0
3630.0317605516434,15831766.0
3630.047964341705,15825815.0
3630.064399613602,15837723.0
3630.0808348855003,15851001.0
3630.0970386741633,15843772.0
3630.1134739451304,15829938.0
3630.1299092156314,15835360.0
3630.1461130028974,15842853.0
3630.162548272467,15812272.0
3630.1789835420363,15775071.0
3630.195187327907,15781639.0
3630.2116225960804,15749615.0
3630.2280578637865,15784446.0
3630.2442616487256,15737611.0
3630.2606969155004,15793173.0
3630.2771321818104,15773728.0
3630.293335965353,15748141.0
3630.3097712307303,15773749.0
3630.3262064961095,15718660.0
3630.3424102777885,15670901.0
3630.358845542235,15623699.0
3630.3752808057516,15619888.0
3630.3914845864983,15556774.0
3630.407919849083,15476150.0
3630.4243551116683,15427088.0
3630.440558891018,15403772.0
3630.4569941522063,15349332.0
3630.4734294133928,15304446.0
3630.489633191347,15240916.0
3630.5060684511386,15245445.0
3630.5225037104624,15198757.0
3630.53870748702,15224409.0
3630.55514274588,15196478.0
3630.5715780038076,15238704.0
3630.587781778968,15380402.0
3630.604217036429,15428836.0
3630.6206522929606,15420229.0
3630.636856066724,15508876.0
3630.653291322788,15544412.0
3630.6697265779226,15544061.0
3630.685930350289,15654439.0
3630.7023656044908,15650893.0
3630.7185693759257,15643948.0
3630.7350046296615,15627444.0
3630.751439882468,15662227.0
3630.7676436525057,15661636.0
3630.784078904379,15667161.0
3630.8005141557883,15633467.0
3630.816717924429,15642368.0
3630.833153174906,15629763.0
3630.8495884249182,15654007.0
3630.865792192161,15622001.0
3630.882227441242,15632986.0
3630.8986626898577,15621340.0
3630.914866455703,15649805.0
3630.9313017033874,15664847.0
3630.9477369501396,15607156.0
3630.9639407145883,15675620.0
3630.9803759608753,15652824.0
3630.996811206231,15620152.0
3631.0130149692827,15640798.0
3631.0294502137067,15663838.0
3631.045885458131,15640144.0
3631.06208921932,15660294.0
3631.078524462347,15632632.0
3631.0949597053745,15631893.0
3631.1111634651666,15670203.0
3631.127598706797,15651552.0
3631.144033947961,15654153.0
3631.1602377063564,15618348.0
3631.17667294659,15675850.0
3631.1931081863563,15651943.0
3631.2093119428896,15668013.0
3631.225747181727,15604121.0
3631.242182420097,15647066.0
3631.258386175233,15637602.0
3631.2748214126727,15575625.0
3631.2912566491796,15665590.0
3631.3074604029193,15632816.0
3631.323895638496,15627013.0
3631.3400993913033,15670124.0
3631.3565346259484,15597833.0
3631.372969860128,15570584.0
3631.3891736115384,15598523.0
3631.405608844321,15582007.0
3631.4220440771037,15596664.0
3631.438247826651,15532881.0
3631.454683058037,15565392.0
3631.4711182894225,15551111.0
3631.487322037573,15541868.0
3631.5037572675615,15528435.0
3631.520192496619,15530642.0
3631.5363962433726,15537330.0
3631.5528314719654,15521149.0
3631.569266699625,15468480.0
3631.585470444982,15502554.0
3631.601905671711,15450610.0
3631.61834089751,15508892.0
3631.6345446414693,15498497.0
3631.6509798663355,15436179.0
3631.6674150912017,15434237.0
3631.6836188328334,15466340.0
3631.7000540563026,15477542.0
3631.7164892793066,15418377.0
3631.732693020008,15426767.0
3631.7491282416136,15370759.0
3631.76556346322,15242153.0
3631.7817672020587,14983586.0
3631.798202422267,14686204.0
3631.8146376420113,14360018.0
3631.8308413789873,13908354.0
3631.847276597799,13383949.0
3631.8637118156803,12860283.0
3631.8799155512593,12066352.0
3631.896350768209,11230713.0
3631.9127859846935,10513631.0
3631.928989718876,9912072.0
3631.945424933963,9657230.0
3631.961628666747,9691062.0
3631.978063880904,10163081.0
3631.9944990945946,10837087.0
3632.0107028255156,11618584.0
